ID,Isi Berita,Label
11,"Asian Games Aichi-Nagoya 2026 berlangsung mulai 19 September hingga 4 Oktober. Khusus cabang bulutangkis nomor beregu akan dimulai Minggu (20/9/2026).
Undian beregu putra dan beregu putri pun telah dilaksanakan di Ichinomiya City Municipal Gymnasium, Sabtu (19/9/2026).
Dari drawing yang dilakukan, tim putra Indonesia yang menempati unggulan pertama mendapat bye di babak 16 besar. Di perempatfinal, mereka menunggu pemenang antara Malaysia versus Mongolia.
Sementara tim putri akan menghadapi Mongolia di babak 16 besar dengan Chinese Taipei sudah menanti di babak perempatfinal.
""Dari perjalanan persiapan ke Asian Games, kami sudah memetakan kekuatan calon-calon lawan. Dengan sudah rilisnya undian maka sekarang kami bisa lebih detil dan spesifik untuk menyiapkan strategi,"" kata Kabid Binpres Pelatnas Eng Hian.
""Saya berpesan kepada anak-anak untuk tetap menjaga kondisi baik teknis maupun non-teknis. Tetap fokus dengan apa yang sudah disiapkan serta menjaga ekspektasi serta harapan agar tidak menjadi beban yang berlebihan,"" tambahnya.
Eng Hian secara khusus juga mengingatkan kepada tim putra yang baru akan berlaga pada Selasa (22/9) mendatang untuk terus menjaga kekompakan.
""Untuk tim putra ada waktu yang cukup panjang sebelum laga pertama. Jadi saya mengingatkan untuk terus menjaga kekompakan dan memaksimalkan waktu untuk lebih mempelajari kekuatan lawan,"" ucap Eng Hian.
Berikut hasil undian Beregu Putra & Putri Asian Games 2026
Beregu Putri
China (1) vs Bye
Thailand vs Bye
Chinese Taipei (3/4) vs Bye
Indonesia vs Mongolia
Hong Kong vs Malaysia
Bye vs Korea (3/4)
Kazakhstan vs India
Bye vs Japan (2)
Beregu Putra
Indonesia (1) vs Bye
Malaysia vs Mongolia
Chinese Taipei (3/4) vs Bye
Thailand vs Macau
Bangladesh vs India
Kazakhstan vs Japan (3/4)
Hong Kong vs Korea
Bye vs China (2).    
    
    (mcy/aff)",sport
12,"Indonesia kalah dari tim Rumania 0-3 pada pertandingan Grup II Dunia Piala Davis 2026. Hasil ini membuat Indonesia harus turun ke babak playoff.
Bertanding di Stadion Tenis GBK, pada Sabtu (19/9/2026), pasangan Rafalentino Ali Da Costa/Ethan David Zapp tak mampu memberikan poin bagi Indonesia. Mereka kalah dari Stefan Horia Haita/Radu David Turcanu 2-6, 1-6.
Pada hari pertama, Indonesia sudah tertinggal 0-2 dari Cezar Cretu Cs. Duel Indonesia vs Rumania memainkan dua laga tunggal putra.
Hasil Ali Da Costa/Ethan David Zapp membuat Indonesia kalah dari Rumania 0-3 dan dipastikan turun ke babak playoff Grup II Dunia Davis Cup tahun depan.
""Hasil yang kurang memuaskan. Tapi ini pertama kali bagi saya, jadi pengalaman. Saya juga sudah coba yang terbaik, kemarin juga sempat main di tunggal tapi belum menang,"" kata Da Costa, seusai laga.
""Tadi kesulitannya lebih ke servisnya. Mereka juga lebih banyak main reli. Kalau lapangan tidak ada kendala, sama saja. Ya, terima kasih buat penonton yang sudah hadir,"" ucapnya.
Sementara itu, Sekretaris Jenderal PP Pelti Andi Fajar Asti memastikan hasil Piala Davis Cup ini menjadi bahan evaluasi tim Indonesia untuk ke depannya.
""Tentu ini akan menjadi bahan evaluasi bagi tim untuk kita bisa memasuki playoff Grup II Dunia ini dengan maksimal ke depannya,"" kata Andi.
""Memang kelihatan bahwa dari sisi pengalaman pertandingan tentu teman-teman bisa melihat dibandingkan dengan Rumanua yang jam terbangnya jauh lebih banyak.""
""Ini akan menjadi masukan bagi PP Pelti untuk terus mempersiapkan diri. Tentu dengan menyiapkan turnamen-turnamen untuk tim kita ya, agar mendapatkan banyak pengalaman juga di persiapan-persiapan event berikutnya,"" ujarnya.
Meskipun Indonesia sudah kalah, kedua tim sepakat untuk tetap mempertandingkan tunggal ketiga antara Lucky Candra Kurniawan melawan Gabriel Ghetu.
""Kami negosiasi dengan Rumania, hanya empat partai. Jadi sisa satu partai yaitu single dan Lucky akan kita turunkan. Kita lihat seperti apa hasilnya ke depannya, tegas Andi.
(mcy/aff)",sport
13,"Kylian Mbappe berambisi memenangkan Ballon d'Or 2026. Menurutnya fans Real Madrid pantas melihat idolanya meraih Si Bola Emas.
Mbappe jadi salah satu pemain yang masuk nominasi Ballon d'Or 2026. Bintang Real Madrid itu bersaing dengan 29 nama lain untuk memenangkan penghargaan itu.
Dari 30 nama kandidat, Mbappe dan Lamine Yamal (Barcelona) jadi yang paling diunggulkan menang. Keduanya dianggap sebagai pesepakbola terbaik di dunia saat ini.
Kylian Mbappe tak menampik dirinya jadi kandidat terkuat memenangkan Ballon d'Or 2026. Terlebih, kapten Timnas Prancis itu beberapa bulan lalu menorehkan rekor sebagai top skor Piala Dunia sepanjang masa dengan 22 gol.
Keberhasilan meraih Ballon d'Or menurut Mbappe akan jadi kesuksesan buat klubnya Real Madrid. Dia ingin mempersembahkan Si Bola Emas kembali ke Santiago Bernabeu setelah terakhir kali dimenangkan Karim Benzema pada 2022.
""Aku merasa ini tahun yang tepat untuk memenangkannya. Pendukung terbaik aku adalah kakiku sendiri,"" kata Mbappe, dilansir dari AS Diario.
🚨🗣️ Kylian Mbappé: ""Ballon D'Or? In my opinion, this is a good year to win it. My feet are my best advocates, more so than anything I might say. 
The most important thing to me is that the Ballon d'Or returns to Real Madrid. It needs to come back to the Bernabéu, to the… pic.twitter.com/VXGnPTmHoO
""Seberapa banyak pun aku berbicara, hal terpenting bagiku adalah Ballon d'Or kembali ke Real Madrid,"" dia menambahkan.
""Itu harus kembali ke Bernabeu, kepada para penggemar Madrid, untuk membawa kembali kegembiraan kepada semua orang ini. Mereka lebih pantas mendapatkannya daripada siapa pun,"" tegasnya.
(bay/adp)",sport
14,"Cristiano Ronaldo mau beli Al Nassr dan jadi pemiliknya, Butuh modal berapa CR7?
Cristiano Ronaldo masih terikat kontrak di Al Nassr sampai musim panas 2027, alias di akhir musim ini. Ronaldo masih punya opsi perpanjangan kontrak semusim lagi.
| Baca juga: Cristiano Ronaldo Mau Jadi Pemilik Al Nassr | 
Dirangkum dari media-media Timur Tengah, Cristiano Ronaldo mau di Al Nassr lebih lama. Bukan sebagai pemain, tapi sebagai pemilik!
Ronaldo sebenarnya sudah punya 5 persen saham kepemilikan Al Nassr. Pemilik saham mayoritas adalah Saudi Public Investment Fund (PIF) dengan 75 persen.
Cristiano Ronaldo tergabung dengan konsorsium yang mau beli Al Nassr. Mereka adalah Gerry Cardinale si CEO RedBird Capital selaku pemilik AC Milan, lalu tiga pengusaha Arab Saudi yakni Ibrahim Al-Muhaidib, Mohammed Al-Khuraiji, dan Sharaf Al-Hariri.
Dilaporkan, mereka harus punya modal sebesar 500 juta USD atau setara Rp 8,8 triliun!
Masing-masing paling sedikit harus menyumbang mulai dari 100 juta USD atau setara Rp 1,7 triliun.
Akan tetapi, angka 500 juta USD belumlah angka final. PIF bisa saja menaikkan angkanya.
Gerry Cardinale diketahui sudah melakukan kontak dengan PIF. Patut dinanti, akankah Ronaldo sukses jadi pemilik Al Nassr?
(aff/ran)",sport
15,"Harry Kane menegaskan, memenangi Ballon d'Or 2026 di luar kuasanya. Kane digadang-gadang sebagai salah satu favorit penghargaan bergengsi itu.
Bomber Bayern Munich itu tampil sensasional pada musim lalu. Kane membukukan 73 gol untuk Bayern (61) dan Timnas Inggris (12) untuk menyapu bersih trofi domestik, mencapai semfiinal Liga Champions, dan finis ketiga Piala Dunia 2026.
Kane akan bersaing dengan pemenang Piala Dunia 2026 Lamine Yamal dan Rodri, serta Lionel Messi, yang mengantar Argentina ke final turnamen itu back to back.
""Ini rumit. Aku tidak pernah suka terlalu banyak membicarakan tentang diriku sendiri. Apa yang bisa kukatakan adalah musim lalu itu luar biasa, baik secara individu maupun tim,"" ungkap Harry Kane kepada Marca.
""Itu, sejauh ini, adalah musim terbaik di dalam karierku. Memang benar bahwa aku sudah mencapai 73 gol, kedua terbanyak dalam sejarah (setelah Lionel Messi yang mencetak 82 gol di 2011/12) itu faktanya. Aku sangat bangga dengan hal itu.""
""Namun, Ballon d'Or itu tidak ditentukan olehku. Itu tergantung pada orang-orang yang melakukan pemungutan suara. Dari sudut pandangku sih, musim lalu kan sudah selesai. Sekarang aku fokus pada musim ini dan aku sangat menantikan hal apa lagi yang bisa kulakukan.""
""Aku tahu akan ada banyak sekali omongan tentang Ballon d'Or sampai Oktober, nanti karena itu kan sebuah penghargaan bergengsi,"" ucap Harry Kane.
(rin/aff)",sport
16,"Kompetisi baru dari FIFA untuk negara-negara Asia Tenggara akan segera dimulai. FIFA ASEAN Cup 2026 akan berlangsung pada 25 September hingga 5 Oktober 2026 dengan dua tuan rumah ,yaitu Indonesia dan Hong Kong. Dari 14 negara peserta, terdapat tiga negara yang berstatus sebagai undangan untuk melengkapi jumlah peserta turnamen ini.
Indonesia akan tergabung ke dalam Grup A bersama Singapura, Malaysia, dan Bangladesh. Sedangkan Grup B diisi oleh Thailand, Vietnam, Filipina dan Pakistan. Stadion Utama Gelora Bung Karno (SUGBK) dan Stadion Si Jalak Harupat dipilih sebagai venue laga di Indonesia. Sementara Stadion Kai Tak dan Stadion Mong Kok akan menjadi arena pertandingan di Hong Kong.
Format dari kompetisi adalah dua grup (A & B) yang mana setelah itu masing-masing tim pemuncak klasemen akan berhadapan di laga final. Untuk tim peringkat kedua akan dipertandingkan memperebutkan tempat ketiga.
Melansir detikSport, ASEAN Football sudah melakukan analisis mengenai favorit juara dan laga yang diprediksi akan dimainkan di pertandingan final. Hasilnya, Indonesia menjadi unggulan untuk juara FIFA ASEAN Cup seri pertama. Final Indonesia vs Thailand menjadi unggulan dengan persentase 29 persen. Di posisi kedua ada Indonesia vs Vietnam dengan persentase 20 persen.
Indonesia memang memiliki target juara di FIFA ASEAN Cup 2026. Timnas Garuda sudah lama tak merasakan menjadi kampiun di kompetisi internasional tingkat senior. Terakhir kali mereka merasakan manisnya menjadi juara adalah pada SEA Games 1991. Pada saat itu SEA Games masih memainkan tim senior. Kini, SEA Games sudah mewajibkan tim peserta memainkan tim U-23.
Pelatih Timnas Merah Putih, John Herdman, memberikan pandangan soal lawan-lawan Indonesia di ajang ini. Dia mengatakan jika Indonesia memiliki tim yang kuat dan penuh optimisme.
""Saya pikir kami mempunyai tim yang kuat dan kalau kami menjaga standar yang sudah kami tentukan sendiri dan bermain dengan semangat yang mencerminkan bangsa kita, dan dengan optimisme dan keyakinan bahwa kami mampu, lantas tak ada lawan yang seharusnya kita takuti.""
""Ada lawan kuat di turnamen ini. Vietnam yang sangat terorganisir. Mereka disiplin. Mereka berpengalaman dan Malaysia, Thailand akan membawa pemain naturalisasi mereka yang berkualitas. Tapi buat kita, ini mengenai melawan diri sendiri lebih dulu,"" kata Herdman dalam sesi press conference FIFA ASEAN Cup di Jakarta dilansir dari detikSport.
Sayangnya, jelang menghadapi kompetisi internasional FIFA ini Timnas Indonesia harus terkena berita tak mengenakkan. Jay Idzes, kapten sekaligus tembok pertahanan utama di lini belakang Timnas Garuda, dipastikan tak akan ikut berpartisipasi. Bang Jay mengalami cedera otot saat membela Sassuolo hadapi Juventus di Serie A, Senin (14/9). Pemain berusia 26 tahun itu bermain selama 80 menit lalu ditarik keluar. Melalui Instagram Jay Idzes mengungkapkan kekecewaannya.
""Halo Indonesia. Sayangnya, saya tidak bisa bergabung dengan tim pada jeda internasional kali ini karena cedera. Berat rasanya harus absen begitu lama, terutama karena saya sangat menantikan kesempatan untuk kembali membela Timnas setelah sebelumnya juga harus melewatkan jeda internasional terakhir akibat cedera."" tulis Idzes di instagram pribadinya
Selain Jay Idzes, terdapat nama-nama lain yang juga masih dalam kondisi cidera. Mereka adalah Adrian Wibowo, Mees Hilgers, Miliano Jonathans, Marselino Ferdinan, Jay Idzes, Sandy Walsh, hingga Shayne Pattynama. Lalu, mampukah John Herdman memaksimalkan skuad yang ada untuk membantu Timnas juara di FIFA ASEAN Cup? Siapakah sosok yang cocok untuk menggantikan Jay Idzes di lini belakang? Simak obrolannya dalam segmen D'Hattrick!
Menuju Jawa barat, detikSore akan mengulas soal temuan praktik yang berkaitan dengan Tindak Pidana Terorisme. Seorang warga asal Parongpong, Kabupaten Bandung Barat diciduk oleh Direktorat Reserse Kriminal Umum Polda Jawa barat setelah diketahui terlibat dalam pembuatan dan pelatihan perakitan bom.
Berdasarkan keterangan Polisi, pria berinisial MSA (25) tersebut bahkan telah meledakkan belasan bom buatannya sebagai salah satu materi pelatihan. Dalam penangkapan tersebut, polisi juga menyita sejumlah barang bukti berupa komponen rakitan senjata api, casing granat, tiga laras senpi, per pegas, pelatuk, serta besi stainless berbentuk laras dan silinder, ditambah perlengkapan panahan. Selain itu, petugas menyita ransel, buku, kitab, dan semen.
Lalu bagaimana kegiatan ini bisa terendus? Simak laporan langsung Jurnalis detikJabar selengkapnya.
Beralih ke Sunsetalk, detikSore akan membahas kisah profesi seseorang yang tidak biasa. Dia yang dulunya ia mengantar penumpang manusia, kini mengantar anak bulu (anabul) atau hewan peliharaan.
Profesi yang terbilang tak biasa ini ternyata membuka peluang usaha yang menarik. Jasa dog taxi hadir sebagai solusi transportasi khusus anabul, mulai dari mengantar ke dokter hewan, grooming, hingga berbagai kebutuhan lainnya.
Tak hanya membutuhkan kemampuan mengemudi, pekerjaan ini juga menuntut kesabaran dan kemampuan memahami karakter setiap anabul yang menjadi penumpangnya.
Bagi pemilik anabul, layanan seperti ini tentu menjadi solusi. Namun bagi pengemudinya, pekerjaan ini ternyata bisa menjadi sumber penghasilan.
Lantas, bagaimana perjalanan profesi ini hingga menjadi sumber penghasilan? Seberapa besar peluang bisnis dog taxi di Indonesia? Temukan jawabannya bersama Pemilik Jasa Dog Taxi, Theo Handoko dalam segmen Sunsetalk.
Ikuti terus berita terbaru dan bermutu dari detikSore. Tonton tayangan langsungnya lewat berbagai platform media sosial. Jangan lupa follow detikSore di Instagram dan TikTok. detikSore Nggak Cuma Hore-hore!
(gub/vys)",sport
17,"Dulu Casemiro dan Lionel Messi saling skiut-sikutan. Kini di Inter Miami, keduanya bahu-membahu bikin gol dengan Messi jadi pelayannya.
Casemiro gabung ke Inter Miami di musim panas 2026. Casemiro setim dengan Lionel Messi, yang dulunya adalah rival.
Casemiro pernah bermain di Real Madrid dan Messi di Barcelona. Maka tak asing, melihat keduanya saling sikut-sikutan.
| Messi Vs Casemiro di LaLiga (Foto: Getty Images/Alex Caparros) | 
Tapi kini, keduanya jadi bromance. Trofi Campeones Cup jadi titel pertama yang dimenangkan Casemiro bersama Lionel Messi.
Inter Miami menang 2-0 atas Cruz Azul di Campeones Cup, Kamis (17/9). Campeones Cup adalah ajang pertemuan juara MLS vs juara MX (Liga Meksiko).
Messi bikin satu gol. Satu golnya lagi dicetak Casemiro lewat sundulan menyambut umpan corner kick Messi.
Casemiro sudah catatkan empat gol di seluruh kompetisi buat Inter Miami. Tiga gol yang dicetak semuanya dari umpan Lionel Messi!
Messi mampu kirim dari sepak pojok yang kemudian dieksekusi Casemiro. Sang gelandang memang tajam dalam algojo set piece sejak musim lalu bersama MU, bisa cetak sembilan gol.
""Sangat menyenangkan bermain dengan Messi. Dia adalah pemain terbaik di dunia,"" puji Case.
(aff/rin)",sport
18,"Cristiano Ronaldo dipanggil Timnas Portugal. Meski sudah di usia senja, Ronaldo masih jadi andalan!
Dilansir dari TNT Sports, Timnas Portugal mengumumkan 25 pemain untuk jeda internasional akhir September-awal Oktober. Portugal akan mengarungi babak grup UEFA Nations League.
Portugal akan hadapi Wales (25 Oktober), Norway (28 September), Denmark (2 Oktober), dan Norwegia di kandang (5 Oktober).
Salah satu nama yang dipanggil adalah Cristiano Ronaldo. Pelatih Jorge Jesus masih mempercayai pemain berusia 41 tahun itu.
Ronaldo masih jaga level permainannya. Ronaldo kemas tiga gol dari tujuh laga bersama Al Nassr di seluruh kompetisi awal musim ini.
| Baca juga: Siapa Pensiun Duluan, Ronaldo atau Messi? | 
Ada pemain senior lainnya turut dipanggil ke Timnas Portugal. Dia adalah Bernardo Silva.
Daftar skuad Timnas Portugal
Kiper: Diogo Costa, Rui Silva, Samuel Soares.
Bek:Joao Cancelo, Diogo Dalot, Ruben Dias, Tomas Araujo, Renato Veiga, Goncalo Inacio, Nuno Mendes, Nuno Tavares.
Midfield:Joao Palhinha, Ruben Neves, Vitinha, Joao Neves, Bernardo Silva, Bruno Fernandes.
Attack:Francisco Conceicao, Francisco Trincao, Rafael Leao, Pedro Neto, Joao Felix, Cristiano Ronaldo, Goncalo Ramos, Fabio Silva.
(aff/ran)",sport
19,"Pelatih Zinedine Zidane segera umumkan skuad Timnas Prancis untuk UEFA Nations League. Nama N'Golo Kante dilaporkan dicoret.
Dilansir dari RMC Sport, Zinedine Zidane akan memulai petualangan sebagai pelatih Timnas Prancis. Tim Ayam Jantan akan mengarungi UEFA Nations League.
| Baca juga: Mbappe Menanti Panggilan Zidane | 
Prancis akan hadapi Turki pada 26 September, Belgia pada 29 September, Italia pada 3 Oktober, dan Belgia lagi di kandang pada 6 Oktober.
Skuad Prancis akan segera diumumkan di akhir pekan ini. Kabarnya, N'Golo Kante dicoret!
N'Golo Kante merupakan salah satu pemain senior. Gelandang berusia 35 tahun itu sudah bukukan 69 penampilan.
Kante merupakan bagian penting skuad ketika menangi Piala Dunia 2018. Kante dipanggil ke Piala Dunia 2026 oleh pelatih Didier Deschamps, tapi cuma jadi cadangan sepanjang perjalanan.
Dilaporkan, Zidane akan memanggil para pemain muda. Maka sepertinya, kisah Kante bersama Timnas Prancis selesai sudah.
(aff/nds)",sport
20,"Presiden Barcelona Joan Laporta mengusulkan agar final Piala Dunia 2030 digelar di Camp Nou. Laporta mengaku siap mengajukan proposal kepada FIFA.
Piala Dunia 2030 akan digelar di Spanyol, Maroko, dan Portugal. Pertandingan spesial juga akan digelar di Uruguay untuk memperingati 100 tahun Piala Dunia edisi pertama.
Sejauh ini, FIFA belum menentukan di negara mana pertandingan final akan digelar. Meski demikian, Federasi Sepakbola Spanyol dan Maroko sama-sama telah mengklaim bahwa mereka akan menjadi tuan rumah laga final.
""Final Piala Dunia sebaiknya tidak di Casablanca atau Madrid, melainkan di Spotify Camp Nou,"" ujar Laporta kepada Cadena SER seperti dikutip ESPN.
""Saya bilang begini karena ada alasannya: 105.000 fans,"" imbuhnya merujuk ke kapasitas stadion setelah renovasi selesai nantinya.
""Saya kira FIFA akan mempertimbangkannya. Dan selain itu ... Kami sudah pernah menggelar final Piala Dunia di Santiago Bernabeu pada 1982.""
""Dengan segala hormat kepada Maroko, final Piala Dunia 2030 sebaiknya dimainkan di negara Spanyol. Di samping itu, Spanyol adalah juara dunia.""
Laporta mengonfirmasi bahwa ia berencana mengajukan proposal ke FIFA agar final Piala Dunia 2030 digelar di Camp Nou.
""Final Piala Dunia 2030 di Spotify Camp Nou akan memberi pengakuan internasional yang kami inginkan, dan kami akan mengusulkannya. Kami akan mengemukakan alasan-alasan ini dan yang lainnya yang akan muncul seiring berjalannya waktu,"" katanya.
(nds/ran)",sport
21,"Timnas Inggris mengumumkan skuad yang akan dibawa ke jeda internasional berikutnya. Cole Palmer dan Trent Alexander-Arnold dipanggil lagi.
Dalam skuad yang dirilis pada Jumat (18/9), Palmer masuk dalam skuad pilihan pelatih Thomas Tuchel. Trent juga dibawa lagi.
Sebelumnya Palmer dan Trent tak dibawa Tuchel ke Piala Dunia 2026. Keduanya dicoret, yang sempat jadi banyak sorotan.
Palmer dicoret usai kurang bersinar di Chelsea musim lalu. Begitu juga Trent, yang melempem pada musim pertamanya main di Real Madrid.
Musim ini, keduanya bangkit. Palmer menggila di Chelsea dengan bikin 4 gol dan 2 assist dari 6 laga. Sementara Trent juga sudah bikin satu assist untuk Los Blancos.
Nasib berbeda dialami Phil Foden, yang juga masih tak dibawa Tuchel ke skuad Inggris. Padahal pemain berusia 26 tahun itu tampil apik bersama Manchester City, dengan sumbangan 2 assist-nya.
Tuchel menjelaskan, Trent dipanggil utuk memberinya kesempatan, usai Reece James juga cedera. Ia berharap pemain yang kini dipanggil bisa memberi bukti.
""Ini adalah kesempatan bagi Trent untuk merebut apa yang menurutnya menjadi haknya, posisinya di sisi kanan. Dia selalu bilang dia siap bertarung. Kini giliran dia untuk membuktikannya,"" kata Tuchel, mengutip Guardian.
""Masuk nominasi, seperti halnya Cole yang kembali masuk skuad, memang satu hal, tapi tampil baik untuk Inggris adalah hal lain. Ini juga penting. Terutama Cole perlu menunjukkan performa yang lebih baik saat dia kembali dan perlu mencatatkan angka-angka serta penampilan seperti ini untuk mendapatkan posisinya, mempertahankan jerseynya, dan membenarkan nominasi tersebut,"" katanya.
Timnas Inggris mulai akan segera berkumpul, untuk melakoni empat laga internasional. Harry Kane dkk akan melawan Spanyol, Republik Ceko, dan Kroasia di ajang UEFA Nations League pada 27 September hingga 7 Oktober mendatang.
Daftar Pemain yang Dipanggil Timnas Inggris
Kiper: Jordan Pickford (Everton), Jason Steele (Brighton), James Trafford (Leeds United)
Bek: Trent Alexander-Arnold (Real Madrid), Jarrad Branthwaite (Everton), Trevoh Chalobah (Como), Marc Guehi (Manchester City), Lewis Hall (Newcastle United), Ezri Konsa (Arsenal), Tino Livramento (Newcastle United), Nico O'Reilly (Manchester City), Jarrell Quansah (Bayer Leverkusen)
Gelandang: Elliot Anderson (Manchester City), Jude Bellingham (Real Madrid), Myles Lewis-Skelly (Arsenal), Kobbie Mainoo (Manchester United), Cole Palmer (Chelsea), Declan Rice (Arsenal), Alex Scott (Bournemouth)
Penyerang: Dominic Calvert-Lewin (Leeds United), Eberechi Eze (Arsenal), Anthony Gordon (Barcelona), Harry Kane (Bayern Munich), Rio Ngumoha (Liverpool), Marcus Rashford (Manchester United), Morgan Rogers (Chelsea), Bukayo Saka (Arsenal)
(yna/bay)",sport
22,"Zinedine Zidane mengumumkan skuad perdananya sebagai pelatih Timnas Prancis. Ada lima muka baru dipanggil, siapa saja?
Zidane memanggil 23 nama untuk laga Prancis di UEFA Nations League. Tergabung di Grup A, Prancis bertemu Turki, Belgia, dan Italia di empat laga ke depan.
Dari 23 nama itu, sebagian besar adalah penghuni skuad Piala Dunia 2026 lalu seperti kapten Kylian Mbappe serta Ousmane Dembele. Eduardo Camavinga dipanggil lagi setelah tidak dibawa ke Piala Dunia.
Camavinga jadi salah satu dari enam gelandang Prancis selain Rayan Cherki, Warren Zaire-Emery, Adrian Rabiot, dan Manu Kone. Untuk lima pemain baru ada bek Liverpool Jeremy Jacquet dan gelandang Como Lucas Da Cunha.
Keduanya memang tampil menawan di awal musim ini. Selain itu ada kiper Toulouse Giullaume Restes, bek Inter Milan Andy Diouf, dan penyerang Rennes Esteban Lepaul.
Satu yang mengejutkan adalah tidak ada nama N'Golo Kante yang merupakan gelandang paling senior di tim. Prancis akan melawat ke Turki dan Belgia pada 26 serta 29 September, sebelum menjamu Italia (3 Oktober) dan Belgia (6 Oktober).
Skuad Prancis
Kiper: Mike Maignan (Milan), Guillaume Restes (Toulouse), Robin Risser (Lens)
Bek: Andy Diouf (Inter Milan), Jérémy Jacquet (Liverpool), Pierre Kalulu (Juventus), Ibrahima Konaté (Real Madrid), Jules Koundé (Barcelona), Maxence Lacroix (Chelsea), Adrien Truffert (Bournemouth), Dayot Upamecano (Bayern Munich)
Gelandang: Eduardo Camavinga (Real Madrid), Rayan Cherki (Manchester City), Lucas Da Cunha (Como), Manu Koné (Roma), Adrien Rabiot (Milan), Warren Zaïre-Emery (PSG)
Penyerang: Bradley Barcola (Liverpool), Ousmane Dembélé (PSG), Désiré Doué (PSG), Estéban Lepaul (Rennes), Kylian Mbappé (Real Madrid), Michael Olise (Bayern Munich)
| Baca juga: Mbappe Tinggalkan Nike, Kini Pakai On | 
(mrp/bay)",sport
23,"Cristiano Ronaldo kembali dipanggil ke Timnas Portugal. Pelatih Jorge Jesus punya alasan tersendiri soal memanggil CR7. Apa itu?
Timnas Portugal mengumumkan 25 pemain untuk jeda internasional akhir September-awal Oktober 2026. Ini menjadi tim pertama yang dipanggil pelatih anyar Selecao das Quinas Jorge Jesus.
Ronaldo jadi salah satu nama yang dipanggil Jorge Jesus ke Timnas Portugal. Tidak sedikit yang mempertanyakan keputusan pelatih berusia 72 tahun itu.
Bukan apa-apa, Ronaldo dianggap sudah habis di Timnas Portugal. Dia bahkan jadi pemain paling senior di skuad dengan usia mencapai 41 tahun.
Jesus angkat bicara soal pemanggilan kembali Ronaldo ke Timnas Portugal. Menurutnya performa sang pemain di level klub dan tim nasional masih mentereng.
Ronaldo sendiri sudah tidak asing dengan Jesus. Keduanya musim lalu bekerja sama mengantarkan Al Nassr jadi kampiun Liga Arab Saudi.
""Performanya, seperti semua pemain, dan masa lalu tidak dihitung dalam hal sejarahnya-itu memang penting, tetapi performa-lah yang akan memberi tahu saya keputusan apa yang harus saya buat dalam pertandingan dan latihan,"" kata Jesus, dilansir dari A Bola.
🚨🚨| OFFICIAL: Cristiano Ronaldo will 𝐂𝐎𝐍𝐓𝐈𝐍𝐔𝐄 with Portugal under new head coach Jorge Jesus. 🇵🇹✅
Ronaldo has been called up for Portugal's upcoming games by Jorge Jesus. pic.twitter.com/BWME1bUa2P
""Dalam skuad ini ada 13 pemain yang sudah pernah bekerja sama dengan saya. Itu membantu karena tim akan mulai bermain dan para pemain itu penting bagi pilihan saya,"" dia menambahkan.
""Kembali ke Cris: Cris adalah pemain seperti pemain lainnya. Jika dia bermain bagus, dia bermain; jika dia tidak bermain bagus, dia tidak bermain. Begitulah cara saya melakukannya dengan semua pemain,"" tegasnya.
(bay/yna)",sport
